TE_LABEL,WAFER_ID,TYPE,X_UM,Y_UM,COD_ROLL_EVAL,POT_FAILMODE,MAX_PD,MEAN_PD,MIN_DELTA,CURRENT_AT_ROLLOVER,CURRENT_AT_SPD,DV_DI_AT_COD
124I6X,QCHWK,BL LASER,4364,-7982,ROLLOVER,ROLLOVER,45.6573,27.476202172,25.858311172,207.0,,
124J05,QCHWK,SILC,3337,-20099,ROLLOVER,ROLLOVER,47.659543,29.002617236,27.511201235999998,217.0,,
124J6V,QCHWK,BL LASER,3081,-7916,ROLLOVER,ROLLOVER,45.703291,27.371737376000002,25.719354376000002,206.0,,
124J6W,QCHWK,BL LASER,3337,-7949,ROLLOVER,ROLLOVER,45.951313,27.621125772,25.797918772,207.0,,
124J6X,QCHWK,BL LASER,3594,-7982,ROLLOVER,ROLLOVER,45.550536,27.609470392,26.136122392,207.0,,
124K05,QCHWK,SILC,2567,-20099,ROLLOVER,ROLLOVER,47.511715,28.89405272,27.28930172,218.0,,
124K6V,QCHWK,BL LASER,2311,-7916,ROLLOVER,ROLLOVER,45.291016,27.424745036,25.992460036,207.0,,
124K6W,QCHWK,BL LASER,2567,-7949,ROLLOVER,ROLLOVER,45.696721,27.5048353,25.8327413,207.0,,
124K6X,QCHWK,BL LASER,2824,-7982,ROLLOVER,ROLLOVER,45.35836,27.381664784,25.883677784,207.0,,
124L05,QCHWK,SILC,1797,-20099,ROLLOVER,ROLLOVER,47.331037,29.038187859999997,27.400586859999994,218.0,,
124L6V,QCHWK,BL LASER,1541,-7916,ROLLOVER,ROLLOVER,45.583386,27.636210752,25.471358751999997,207.0,,
124L6W,QCHWK,BL LASER,1797,-7949,ROLLOVER,ROLLOVER,45.632662,27.443896927999997,25.942625928000002,207.0,,
124L6X,QCHWK,BL LASER,2054,-7982,ROLLOVER,ROLLOVER,45.50126,27.363130467999998,25.452869467999996,207.0,,
124M05,QCHWK,SILC,1027,-20099,ROLLOVER,ROLLOVER,47.406593,28.751921912,27.505242912,216.0,,
124M6V,QCHWK,BL LASER,771,-7916,ROLLOVER,ROLLOVER,45.859331,27.103617571999997,21.936221571999994,206.0,,
124M6W,QCHWK,BL LASER,1027,-7949,ROLLOVER,ROLLOVER,45.658943,27.490157116,26.033234116,207.0,,
124M6X,QCHWK,BL LASER,1284,-7982,ROLLOVER,ROLLOVER,45.422418,27.537928424,25.985738423999997,208.0,,
124N6V,QCHWK,BL LASER,1,-7916,ROLLOVER,ROLLOVER,45.264736,27.415126372,25.917140371999995,207.0,,
124N6W,QCHWK,BL LASER,257,-7949,ROLLOVER,ROLLOVER,45.614594,27.402584044,25.781408044,207.0,,
124N6X,QCHWK,BL LASER,514,-7982,ROLLOVER,ROLLOVER,45.309084,27.342881432,25.710208431999995,207.0,,
126C05,QCHWK,SILC,30287,-20099,ROLLOVER,ROLLOVER,49.766907,28.884190987999997,27.409199987999994,215.0,,
126D05,QCHWK,SILC,29517,-20099,ROLLOVER,ROLLOVER,49.477822,28.82099958,27.54311258,216.0,,
126E05,QCHWK,SILC,28747,-20099,ROLLOVER,ROLLOVER,49.126321,28.654014652,27.175738652000003,214.0,,
126H6V,QCHWK,BL LASER,26181,-7916,ROLLOVER,ROLLOVER,47.24234,27.27776556,25.778137559999998,209.0,,
126H6W,QCHWK,BL LASER,26437,-7949,ROLLOVER,ROLLOVER,47.138861,27.053251032,25.151203031999998,209.0,,
126H6X,QCHWK,BL LASER,26694,-7982,ROLLOVER,ROLLOVER,47.101083,27.058960468000002,25.222613468,209.0,,
126I6V,QCHWK,BL LASER,25411,-7916,ROLLOVER,ROLLOVER,47.127363,26.710869191999997,19.955148191999996,208.0,,
126I6W,QCHWK,BL LASER,25667,-7949,ROLLOVER,ROLLOVER,46.95654,27.173300192,25.447002192,209.0,,
126I6X,QCHWK,BL LASER,25924,-7982,ROLLOVER,ROLLOVER,47.009101,27.348229479999997,25.763189479999998,210.0,,
126J05,QCHWK,SILC,24897,-20099,ROLLOVER,ROLLOVER,48.986706,28.634546296,26.152685295999998,215.0,,
126J6V,QCHWK,BL LASER,24641,-7916,ROLLOVER,ROLLOVER,47.224272,27.264171436,25.312847436000002,209.0,,
126J6W,QCHWK,BL LASER,24897,-7949,ROLLOVER,ROLLOVER,47.055092,27.344445092,25.790612092,209.0,,
126J6X,QCHWK,BL LASER,25154,-7982,ROLLOVER,ROLLOVER,46.94997,27.387945816,25.725706816,209.0,,
126K05,QCHWK,SILC,24127,-20099,ROLLOVER,ROLLOVER,49.22323,28.68051082,25.898066819999997,216.0,,
126K6V,QCHWK,BL LASER,23871,-7916,ROLLOVER,ROLLOVER,47.058377,27.220204256000002,25.329654256000005,209.0,,
126K6W,QCHWK,BL LASER,24127,-7949,ROLLOVER,ROLLOVER,47.161856,27.3768949,25.8000679,209.0,,
126K6X,QCHWK,BL LASER,24384,-7982,ROLLOVER,ROLLOVER,46.82678,26.872756844,23.960553844000003,208.0,,
126L05,QCHWK,SILC,23357,-20099,ROLLOVER,ROLLOVER,49.50246,28.786440776,26.647867776,216.0,,
126L6V,QCHWK,BL LASER,23101,-7916,ROLLOVER,ROLLOVER,46.795572,26.918550548,18.728902548,209.0,,
126L6W,QCHWK,BL LASER,23357,-7949,ROLLOVER,ROLLOVER,46.784075,27.202333544000002,25.377484544,209.0,,
126L6X,QCHWK,BL LASER,23614,-7982,ROLLOVER,ROLLOVER,46.616537,27.248619992,25.753917992,208.0,,
126M05,QCHWK,SILC,22587,-20099,ROLLOVER,ROLLOVER,49.300429,28.755357564,27.015919564,216.0,,
126M6V,QCHWK,BL LASER,22331,-7916,ROLLOVER,ROLLOVER,46.37837,27.353222756,25.743543756,209.0,,
126M6W,QCHWK,BL LASER,22587,-7949,ROLLOVER,ROLLOVER,46.851418,27.227884684,25.513084684000003,208.0,,
126M6X,QCHWK,BL LASER,22844,-7982,ROLLOVER,ROLLOVER,46.747939,26.958831948,23.631067948,208.0,,
126N6V,QCHWK,BL LASER,21561,-7916,ROLLOVER,ROLLOVER,46.583686,26.795971892,21.249152891999994,208.0,,
126N6W,QCHWK,BL LASER,21817,-7949,ROLLOVER,ROLLOVER,46.340592,27.262719436,25.490430436,209.0,,
126N6X,QCHWK,BL LASER,22074,-7982,ROLLOVER,ROLLOVER,46.426003,27.184692727999998,25.420616727999995,209.0,,
128C05,QCHWK,SILC,51847,-20099,ROLLOVER,ROLLOVER,49.633862,29.309697872,28.143501872,212.0,,
128D05,QCHWK,SILC,51077,-20099,ROLLOVER,ROLLOVER,49.824395,29.224864544,27.835285543999998,211.0,,
128E05,QCHWK,SILC,50307,-20099,ROLLOVER,ROLLOVER,49.835893,28.915964024,26.997491024,212.0,,
128H6V,QCHWK,BL LASER,47741,-7916,ROLLOVER,ROLLOVER,47.000889,26.99402144,25.10182844,208.0,,
128H6W,QCHWK,BL LASER,47997,-7949,ROLLOVER,ROLLOVER,47.117508,26.94608588,25.129448879999998,209.0,,
128H6X,QCHWK,BL LASER,48254,-7982,ROLLOVER,ROLLOVER,46.710161,26.80614248,25.175111479999998,208.0,,
128I6V,QCHWK,BL LASER,46971,-7916,ROLLOVER,ROLLOVER,46.07943,26.653965464000002,24.600804464,207.0,,
128I6W,QCHWK,BL LASER,47227,-7949,ROLLOVER,ROLLOVER,46.557406,26.957353643999998,25.147287643999995,208.0,,
128I6X,QCHWK,BL LASER,47484,-7982,ROLLOVER,ROLLOVER,46.91712,27.055682,25.091217999999998,209.0,,
128J05,QCHWK,SILC,46457,-20099,ROLLOVER,ROLLOVER,48.773177,29.132712127999998,28.257244127999993,214.0,,
128J6V,QCHWK,BL LASER,46201,-7916,ROLLOVER,ROLLOVER,46.357017,26.809939976000003,24.763349976,209.0,,
128J6W,QCHWK,BL LASER,46457,-7949,ROLLOVER,ROLLOVER,46.337307,26.646652916,24.532717916000003,208.0,,
128J6X,QCHWK,BL LASER,46714,-7982,ROLLOVER,ROLLOVER,46.232185,27.057994668,25.387542668,209.0,,
128K05,QCHWK,SILC,45687,-20099,ROLLOVER,ROLLOVER,48.649987,28.714879084,26.778338084,212.0,,
128K6V,QCHWK,BL LASER,45431,-7916,ROLLOVER,ROLLOVER,46.307741,26.976702624,24.930111624000002,209.0,,
128K6W,QCHWK,BL LASER,45687,-7949,ROLLOVER,ROLLOVER,46.284746,26.804355392,24.887524392,208.0,,
128K6X,QCHWK,BL LASER,45944,-7982,ROLLOVER,ROLLOVER,46.09257,26.521919271999998,21.564767271999997,209.0,,
128L05,QCHWK,SILC,44917,-20099,ROLLOVER,ROLLOVER,48.516943,28.916483048,27.853766048,211.0,,
128L6V,QCHWK,BL LASER,44661,-7916,ROLLOVER,ROLLOVER,45.882326,26.353297292,20.234877292,208.0,,
128L6W,QCHWK,BL LASER,44917,-7949,ROLLOVER,ROLLOVER,45.980878,27.265643144000002,25.447364144,208.0,,
128L6X,QCHWK,BL LASER,45174,-7982,ROLLOVER,ROLLOVER,45.975951,26.915725375999997,22.421766375999994,208.0,,
128M05,QCHWK,SILC,44147,-20099,ROLLOVER,ROLLOVER,48.390468,28.761980232000003,27.291917232000007,212.0,,
128M6V,QCHWK,BL LASER,43891,-7916,ROLLOVER,ROLLOVER,45.913535,27.026109928,25.491987928,208.5,,
128M6W,QCHWK,BL LASER,44147,-7949,ROLLOVER,ROLLOVER,45.675368,27.308526284,25.654500283999997,208.0,,
128M6X,QCHWK,BL LASER,44404,-7982,ROLLOVER,ROLLOVER,45.604739,26.997497044,25.299122044,208.0,,
128N6V,QCHWK,BL LASER,43121,-7916,ROLLOVER,ROLLOVER,45.547251,27.127880991999998,25.463999991999998,207.0,,
128N6W,QCHWK,BL LASER,43377,-7949,ROLLOVER,ROLLOVER,45.543966,27.114950972,25.487204971999997,208.0,,
128N6X,QCHWK,BL LASER,43634,-7982,ROLLOVER,ROLLOVER,45.338649,26.815294608,20.675522607999998,208.0,,
138C05,QCHWK,SILC,-45173,-6599,ROLLOVER,ROLLOVER,48.554721,28.383824124,26.443998124,216.0,,
138D05,QCHWK,SILC,-45943,-6599,ROLLOVER,ROLLOVER,48.617137,28.251035511999998,26.700488511999996,216.0,,
138E05,QCHWK,SILC,-46713,-6599,ROLLOVER,ROLLOVER,48.278776,28.112064472,26.648571472,216.0,,
138H6V,QCHWK,BL LASER,-49279,5584,ROLLOVER,ROLLOVER,46.697021,26.744192856,24.694316856000004,207.0,,
138H6W,QCHWK,BL LASER,-49023,5551,ROLLOVER,ROLLOVER,47.119151,27.010735852000003,24.964145852,207.0,,
138H6X,QCHWK,BL LASER,-48766,5518,ROLLOVER,ROLLOVER,47.206205,26.848559092,24.498100091999998,207.0,,
138I6V,QCHWK,BL LASER,-50049,5584,COD,COMD,47.212775,25.193915676,-1.2425833239999982,,206.0,0.001746999999999943
138I6W,QCHWK,BL LASER,-49793,5551,ROLLOVER,ROLLOVER,47.181567,26.848224048,24.588104047999998,207.0,,
138I6X,QCHWK,BL LASER,-49536,5518,ROLLOVER,ROLLOVER,47.344177,26.216533756,14.590715756000002,207.0,,
138J05,QCHWK,SILC,-50563,-6599,ROLLOVER,ROLLOVER,49.21009,28.624204896,26.653170896,215.0,,
138J6V,QCHWK,BL LASER,-50819,5584,ROLLOVER,ROLLOVER,47.324467,26.963299596000002,23.965684596000006,207.0,,
138J6W,QCHWK,BL LASER,-50563,5551,ROLLOVER,ROLLOVER,46.761079,26.716716604000002,23.242768604000002,207.0,,
138J6X,QCHWK,BL LASER,-50306,5518,ROLLOVER,ROLLOVER,47.312969,26.918898744000003,24.652208744000006,207.0,,
138K05,QCHWK,SILC,-51333,-6599,ROLLOVER,ROLLOVER,48.82738,28.386399616,26.515558615999996,216.0,,
138K6V,QCHWK,BL LASER,-51589,5584,ROLLOVER,ROLLOVER,46.935187,27.088880784,23.432611784000002,207.0,,
138K6W,QCHWK,BL LASER,-51333,5551,ROLLOVER,ROLLOVER,47.166784,26.889497508,24.542324508000004,206.0,,
138K6X,QCHWK,BL LASER,-51076,5518,ROLLOVER,ROLLOVER,46.857989,26.8777304,24.944473400000003,208.0,,
138L05,QCHWK,SILC,-52103,-6599,ROLLOVER,ROLLOVER,48.80767,28.483479604,26.964140604,216.0,,
138L6V,QCHWK,BL LASER,-52359,5584,ROLLOVER,ROLLOVER,47.319539,27.079662884,23.451316884,207.0,,
138L6W,QCHWK,BL LASER,-52103,5551,ROLLOVER,ROLLOVER,47.004174,26.478747048000002,17.244451048000002,206.0,,
138L6X,QCHWK,BL LASER,-51846,5518,ROLLOVER,ROLLOVER,46.861274,26.821766176,24.451597176000003,207.0,,
138M05,QCHWK,SILC,-52873,-6599,ROLLOVER,ROLLOVER,48.996561,28.86282494,26.49429794,215.0,,
138M6V,QCHWK,BL LASER,-53129,5584,ROLLOVER,ROLLOVER,47.211132,27.010197076,25.062158076,206.0,,
138M6W,QCHWK,BL LASER,-52873,5551,ROLLOVER,ROLLOVER,47.110938,27.227115988,25.009701988000003,207.0,,
138M6X,QCHWK,BL LASER,-52616,5518,ROLLOVER,ROLLOVER,46.94997,27.228659976,24.827282975999996,207.0,,
138N6V,QCHWK,BL LASER,-53899,5584,ROLLOVER,ROLLOVER,46.785717,27.237641304,23.116536304,207.0,,
138N6W,QCHWK,BL LASER,-53643,5551,ROLLOVER,ROLLOVER,46.606682,27.043737516,25.153187516000003,207.0,,
138N6X,QCHWK,BL LASER,-53386,5518,ROLLOVER,ROLLOVER,46.682238,26.88425454,24.91650454,207.5,,
140C05,QCHWK,SILC,-23613,-6599,ROLLOVER,ROLLOVER,46.767649,28.608587764,26.887217764,218.0,,
140D05,QCHWK,SILC,-24383,-6599,ROLLOVER,ROLLOVER,46.626392,28.752013387999998,26.935376387999998,218.0,,
140E05,QCHWK,SILC,-25153,-6599,ROLLOVER,ROLLOVER,46.639532,28.502013936,26.641028936,218.0,,
140H6V,QCHWK,BL LASER,-27719,5584,ROLLOVER,ROLLOVER,45.258166,27.185816276,25.668120276,207.0,,
140H6W,QCHWK,BL LASER,-27463,5551,ROLLOVER,ROLLOVER,45.415848,27.351672188000002,25.740352188000003,208.0,,
140H6X,QCHWK,BL LASER,-27206,5518,ROLLOVER,ROLLOVER,45.131691,26.892775988,25.288024988,208.0,,
140I6V,QCHWK,BL LASER,-28489,5584,ROLLOVER,ROLLOVER,45.307441,26.956920024,25.370237024,207.0,,
140I6W,QCHWK,BL LASER,-28233,5551,ROLLOVER,ROLLOVER,45.084058,27.010072236,25.472665235999997,207.0,,
140I6X,QCHWK,BL LASER,-27976,5518,ROLLOVER,ROLLOVER,44.995361,26.744816992,25.064510992,208.0,,
140J05,QCHWK,SILC,-29003,-6599,ROLLOVER,ROLLOVER,46.747939,28.410676216,26.825636216,218.0,,
140J6V,QCHWK,BL LASER,-29259,5584,ROLLOVER,ROLLOVER,45.245025,26.473004768,19.319792768,208.0,,
140J6W,QCHWK,BL LASER,-29003,5551,ROLLOVER,ROLLOVER,44.261151,26.618815336,25.115902336,208.0,,
140J6X,QCHWK,BL LASER,-28746,5518,ROLLOVER,ROLLOVER,45.294301,26.805202956000002,25.101899956000004,207.0,,
140K05,QCHWK,SILC,-29773,-6599,ROLLOVER,ROLLOVER,46.756152,28.379060808,26.138650808,219.0,,
140K6V,QCHWK,BL LASER,-30029,5584,ROLLOVER,ROLLOVER,45.0857,26.717117372,24.951399372,207.0,,
140K6W,QCHWK,BL LASER,-29773,5551,ROLLOVER,ROLLOVER,44.918162,26.888124339999997,25.27516134,206.0,,
140K6X,QCHWK,BL LASER,-29516,5518,ROLLOVER,ROLLOVER,44.757194,27.003705816,25.315185816000003,208.0,,
140L05,QCHWK,SILC,-30543,-6599,ROLLOVER,ROLLOVER,46.545908,28.21569492,26.331713920000002,219.0,,
140L6V,QCHWK,BL LASER,-30799,5584,ROLLOVER,ROLLOVER,44.974008,26.723634932,24.952988932,207.0,,
140L6W,QCHWK,BL LASER,-30543,5551,ROLLOVER,ROLLOVER,45.233528,26.983331916,25.232395915999998,207.0,,
140L6X,QCHWK,BL LASER,-30286,5518,ROLLOVER,ROLLOVER,44.983863,26.645187796,25.025653796,208.0,,
140M05,QCHWK,SILC,-31313,-6599,ROLLOVER,ROLLOVER,47.173354,28.202449508,26.421948508,218.0,,
140M6V,QCHWK,BL LASER,-31569,5584,ROLLOVER,ROLLOVER,45.259808,26.901579935999997,25.232769935999997,207.0,,
140M6W,QCHWK,BL LASER,-31313,5551,ROLLOVER,ROLLOVER,45.136618,27.07878908,25.363989080000003,208.0,,
140M6X,QCHWK,BL LASER,-31056,5518,ROLLOVER,ROLLOVER,45.139903,27.012391484,25.458559484,207.0,,
140N6V,QCHWK,BL LASER,-32339,5584,ROLLOVER,ROLLOVER,45.323867,26.858940432,25.272257432,207.0,,
140N6W,QCHWK,BL LASER,-32083,5551,ROLLOVER,ROLLOVER,45.230243,26.8472122,25.1701912,208.0,,
140N6X,QCHWK,BL LASER,-31826,5518,ROLLOVER,ROLLOVER,45.024926,27.030919216,25.390033216,208.0,,
142C05,QCHWK,SILC,-2053,-6599,ROLLOVER,ROLLOVER,47.654615,29.05632138,27.065576379999996,219.0,,
142D05,QCHWK,SILC,-2823,-6599,ROLLOVER,ROLLOVER,47.324467,28.882535236,27.212083236,219.0,,
142E05,QCHWK,SILC,-3593,-6599,ROLLOVER,ROLLOVER,47.652972,28.98485826,26.98754326,219.0,,
142H6V,QCHWK,BL LASER,-6159,5584,ROLLOVER,ROLLOVER,45.379713,27.499677196,25.950772196,204.0,,
142H6W,QCHWK,BL LASER,-5903,5551,ROLLOVER,ROLLOVER,45.284446,27.493553868,25.422324867999997,207.0,,
142H6X,QCHWK,BL LASER,-5646,5518,ROLLOVER,ROLLOVER,45.205605,27.665480596000002,26.103435596,207.0,,
142I6V,QCHWK,BL LASER,-6929,5584,ROLLOVER,ROLLOVER,45.586671,27.555122383999997,25.554522383999995,207.0,,
142I6W,QCHWK,BL LASER,-6673,5551,ROLLOVER,ROLLOVER,45.161256,27.493987452000002,26.023924452000003,206.0,,
142I6X,QCHWK,BL LASER,-6416,5518,ROLLOVER,ROLLOVER,45.172754,27.286890908,25.450543908,207.0,,
142J05,QCHWK,SILC,-7443,-6599,ROLLOVER,ROLLOVER,47.480507,28.71012888,26.711170879999997,220.0,,
142J6V,QCHWK,BL LASER,-7699,5584,ROLLOVER,ROLLOVER,45.642517,27.577808988,25.435951988,206.0,,
142J6W,QCHWK,BL LASER,-7443,5551,ROLLOVER,ROLLOVER,45.463482,27.519742356,25.775376356,206.0,,
142J6X,QCHWK,BL LASER,-7186,5518,ROLLOVER,ROLLOVER,45.415848,27.388569995999998,25.816669995999998,206.0,,
142K05,QCHWK,SILC,-8213,-6599,ROLLOVER,ROLLOVER,47.032097,28.616090852000003,26.889792852000003,220.0,,
142K6V,QCHWK,BL LASER,-8469,5584,ROLLOVER,ROLLOVER,45.506187,27.50324478,25.970765779999997,205.0,,
142K6W,QCHWK,BL LASER,-8213,5551,ROLLOVER,ROLLOVER,45.596526,27.573420156,26.080361156000002,206.0,,
142K6X,QCHWK,BL LASER,-7956,5518,ROLLOVER,ROLLOVER,45.123478,27.283710976,25.720023976,206.0,,
142L05,QCHWK,SILC,-8983,-6599,ROLLOVER,ROLLOVER,48.06032,29.079704404,26.597843404,217.0,,
142L6V,QCHWK,BL LASER,-9239,5584,ROLLOVER,ROLLOVER,45.842906,27.68772048,25.88258148,206.0,,
142L6W,QCHWK,BL LASER,-8983,5551,ROLLOVER,ROLLOVER,45.608024,27.586146499999998,25.964971499999997,205.0,,
142L6X,QCHWK,BL LASER,-8726,5518,ROLLOVER,ROLLOVER,45.297586,27.202911672,25.039701672,206.0,,
142M05,QCHWK,SILC,-9753,-6599,ROLLOVER,ROLLOVER,47.536353,29.247078112,27.016524112000003,218.0,,
142M6V,QCHWK,BL LASER,-10009,5584,ROLLOVER,ROLLOVER,45.736141,27.286621532,25.624382532,205.0,,
142M6W,QCHWK,BL LASER,-9753,5551,ROLLOVER,ROLLOVER,45.841263,27.538690572,25.827175572,206.0,,
142M6X,QCHWK,BL LASER,-9496,5518,ROLLOVER,ROLLOVER,45.576816,27.4291733,25.788287300000004,206.0,,
142N6V,QCHWK,BL LASER,-10779,5584,ROLLOVER,ROLLOVER,45.621164,27.037252828,25.314240828,206.0,,
142N6W,QCHWK,BL LASER,-10523,5551,ROLLOVER,ROLLOVER,45.81991,27.446275332000003,25.800461332,206.0,,
142N6X,QCHWK,BL LASER,-10266,5518,ROLLOVER,ROLLOVER,45.440486,27.270123948000002,25.522472948,205.0,,
144C05,QCHWK,SILC,19507,-6599,ROLLOVER,ROLLOVER,48.224572,28.657318292,26.561451292,218.0,,
144D05,QCHWK,SILC,18737,-6599,ROLLOVER,ROLLOVER,48.262351,28.637259756,26.483904755999998,218.0,,
144E05,QCHWK,SILC,17967,-6599,ROLLOVER,ROLLOVER,48.004474,28.811545172,27.251143171999995,218.0,,
144H6V,QCHWK,BL LASER,15401,5584,ROLLOVER,ROLLOVER,45.706576,27.176302728,25.545271728,208.0,,
144H6W,QCHWK,BL LASER,15657,5551,ROLLOVER,ROLLOVER,45.714789,27.253324196,25.645288196000003,208.0,,
144H6X,QCHWK,BL LASER,15914,5518,ROLLOVER,ROLLOVER,45.399423,27.1840029,25.4757729,208.0,,
144I6V,QCHWK,BL LASER,14631,5584,ROLLOVER,ROLLOVER,45.749282,27.283586124000003,25.690334124000003,208.0,,
144I6W,QCHWK,BL LASER,14887,5551,ROLLOVER,ROLLOVER,45.726286,27.517291688,25.308090688,208.0,,
144I6X,QCHWK,BL LASER,15144,5518,ROLLOVER,ROLLOVER,45.409278,27.313723228,25.853515228,208.0,,
144J05,QCHWK,SILC,14117,-6599,ROLLOVER,ROLLOVER,47.828723,28.919183372,26.841384371999993,217.0,,
144J6V,QCHWK,BL LASER,13861,5584,ROLLOVER,ROLLOVER,45.649087,27.506267032,25.965575032,207.0,,
144J6W,QCHWK,BL LASER,14117,5551,ROLLOVER,ROLLOVER,45.547251,27.462135536,25.951008536000003,207.0,,
144J6X,QCHWK,BL LASER,14374,5518,ROLLOVER,ROLLOVER,45.468409,27.258481704,25.627450704,207.0,,
144K05,QCHWK,SILC,13347,-6599,ROLLOVER,ROLLOVER,46.729871,28.559673267999997,26.805453267999994,219.0,,
144K6V,QCHWK,BL LASER,13091,5584,ROLLOVER,ROLLOVER,45.778847,27.529768312,25.943085312,207.0,,
144K6W,QCHWK,BL LASER,13347,5551,ROLLOVER,ROLLOVER,45.49469,27.33228382,25.89999882,207.0,,
144K6X,QCHWK,BL LASER,13604,5518,ROLLOVER,ROLLOVER,45.691793,26.678465420000002,18.321279420000003,207.0,,
144L05,QCHWK,SILC,12577,-6599,ROLLOVER,ROLLOVER,47.960125,28.885951716,26.944482716000003,218.0,,
144L6V,QCHWK,BL LASER,12321,5584,ROLLOVER,ROLLOVER,45.639232,27.277213116,25.685603116,206.0,,
144L6W,QCHWK,BL LASER,12577,5551,ROLLOVER,ROLLOVER,45.716431,27.37570568,25.84158368,206.0,,
144L6X,QCHWK,BL LASER,12834,5518,ROLLOVER,ROLLOVER,45.591599,26.890246496,22.225465496,207.0,,
144M05,QCHWK,SILC,11807,-6599,ROLLOVER,ROLLOVER,47.21606,28.780159736,26.367284736000002,219.0,,
144M6V,QCHWK,BL LASER,11551,5584,ROLLOVER,ROLLOVER,45.690151,26.648118052,20.601970052000002,206.0,,
144M6W,QCHWK,BL LASER,11807,5551,ROLLOVER,ROLLOVER,45.686866,26.733542684,18.704862684000002,206.0,,
144M6X,QCHWK,BL LASER,12064,5518,ROLLOVER,ROLLOVER,45.589956,27.594865028,25.952336027999998,207.0,,
144N6V,QCHWK,BL LASER,10781,5584,ROLLOVER,ROLLOVER,45.562033,27.671196632,26.053306632,207.0,,
144N6W,QCHWK,BL LASER,11037,5551,ROLLOVER,ROLLOVER,45.604739,27.615567484,25.848206484000002,206.0,,
144N6X,QCHWK,BL LASER,11294,5518,ROLLOVER,ROLLOVER,45.754209,27.135022696,21.001820695999996,206.0,,
146C05,QCHWK,SILC,41067,-6599,ROLLOVER,ROLLOVER,47.769592,28.832799520000002,27.242831520000003,217.0,,
146D05,QCHWK,SILC,40297,-6599,ROLLOVER,ROLLOVER,47.485434,28.751330056,26.836142056,219.0,,
146E05,QCHWK,SILC,39527,-6599,ROLLOVER,ROLLOVER,47.948628,28.69644992,26.36077392,220.0,,
146H6V,QCHWK,BL LASER,36961,5584,ROLLOVER,ROLLOVER,46.386583,27.246721244,25.701102243999998,207.0,,
146H6W,QCHWK,BL LASER,37217,5551,ROLLOVER,ROLLOVER,46.473637,27.289906576,25.468342575999998,207.0,,
146H6X,QCHWK,BL LASER,37474,5518,ROLLOVER,ROLLOVER,46.117208,27.099524355999996,25.512842355999993,207.0,,
146I6V,QCHWK,BL LASER,36191,5584,ROLLOVER,ROLLOVER,46.570546,27.560082848,26.017747848,208.0,,
146I6W,QCHWK,BL LASER,36447,5551,ROLLOVER,ROLLOVER,46.537695,27.272653448,25.561138448,208.0,,
146I6X,QCHWK,BL LASER,36704,5518,ROLLOVER,ROLLOVER,46.445714,27.13880708,25.49956308,208.0,,
146J05,QCHWK,SILC,35677,-6599,ROLLOVER,ROLLOVER,48.980136,28.756060556,26.131299556000002,218.0,,
146J6V,QCHWK,BL LASER,35421,5584,ROLLOVER,ROLLOVER,46.718374,27.352913992,25.744878992000004,207.0,,
146J6W,QCHWK,BL LASER,35677,5551,ROLLOVER,ROLLOVER,46.938472,27.223646992000003,25.705949992,207.0,,
146J6X,QCHWK,BL LASER,35934,5518,ROLLOVER,ROLLOVER,46.747939,27.195631992,25.383921992,207.0,,
146K05,QCHWK,SILC,34907,-6599,ROLLOVER,ROLLOVER,48.832308,28.683046876,26.240606875999998,219.0,,
146K6V,QCHWK,BL LASER,34651,5584,ROLLOVER,ROLLOVER,46.992676,27.598498296000002,26.102154296000005,207.0,,
146K6W,QCHWK,BL LASER,34907,5551,ROLLOVER,ROLLOVER,47.10601,27.251602824000003,25.589363824000003,206.0,,
146K6X,QCHWK,BL LASER,35164,5518,ROLLOVER,ROLLOVER,46.987748,27.411092344,25.796486344,207.0,,
146L05,QCHWK,SILC,34137,-6599,ROLLOVER,ROLLOVER,49.095113,28.70969528,26.37566228,216.0,,
146L6V,QCHWK,BL LASER,33881,5584,ROLLOVER,ROLLOVER,47.119151,27.458613988,25.949129988000003,208.0,,
146L6W,QCHWK,BL LASER,34137,5551,ROLLOVER,ROLLOVER,47.23577,27.467819296000002,25.688961296000002,208.0,,
146L6X,QCHWK,BL LASER,34394,5518,ROLLOVER,ROLLOVER,47.129006,27.385541212,25.659244212,207.0,,
146M05,QCHWK,SILC,33367,-6599,ROLLOVER,ROLLOVER,48.932502,28.319548712,24.674776712000003,217.0,,
146M6V,QCHWK,BL LASER,33111,5584,ROLLOVER,ROLLOVER,47.411521,27.202432072,25.591111071999997,207.0,,
146M6W,QCHWK,BL LASER,33367,5551,ROLLOVER,ROLLOVER,47.061662,27.380179964,25.719582964,208.0,,
146M6X,QCHWK,BL LASER,33624,5518,ROLLOVER,ROLLOVER,47.041952,27.190191940000002,25.541092940000002,207.0,,
146N6V,QCHWK,BL LASER,32341,5584,ROLLOVER,ROLLOVER,47.097798,27.400494744,25.654486744,208.0,,
146N6W,QCHWK,BL LASER,32597,5551,ROLLOVER,ROLLOVER,47.224272,27.054361384,25.352701383999996,207.0,,
146N6X,QCHWK,BL LASER,32854,5518,ROLLOVER,ROLLOVER,47.06659,27.40959436,25.666871360000002,208.0,,
148C05,QCHWK,SILC,62627,-6599,ROLLOVER,ROLLOVER,48.939072,29.340478848,24.887583848,218.0,,
148D05,QCHWK,SILC,61857,-6599,ROLLOVER,ROLLOVER,49.8014,29.778468996,27.667819996,220.0,,
