TE_LABEL,WAFER_ID,TYPE,X_UM,Y_UM,COD_ROLL_EVAL,POT_FAILMODE,MAX_PD,MEAN_PD,MIN_DELTA,CURRENT_AT_ROLLOVER,CURRENT_AT_SPD,DV_DI_AT_COD
176M6X,QCHWK,BL LASER,-52616,32518,ROLLOVER,ROLLOVER,45.585029,26.504462488,17.432776488,208.0,,
176N6V,QCHWK,BL LASER,-53899,32584,ROLLOVER,ROLLOVER,46.575474,26.705291176,16.148759176,209.0,,
176N6W,QCHWK,BL LASER,-53643,32551,ROLLOVER,ROLLOVER,46.35866,26.722774291999997,24.360818291999998,209.0,,
176N6X,QCHWK,BL LASER,-53386,32518,ROLLOVER,ROLLOVER,46.031797,26.96843746,24.622906460000006,210.0,,
178C05,QCHWK,SILC,-23613,20401,ROLLOVER,ROLLOVER,47.654615,28.404664548,26.568316548,218.0,,
178D05,QCHWK,SILC,-24383,20401,ROLLOVER,ROLLOVER,47.703891,28.357740792,26.848256792,217.0,,
178E05,QCHWK,SILC,-25153,20401,ROLLOVER,ROLLOVER,47.245625,28.20357962,26.510131619999996,218.0,,
178H6V,QCHWK,BL LASER,-27719,32584,ROLLOVER,ROLLOVER,47.20292,26.652369483999998,24.824235484,207.0,,
178H6W,QCHWK,BL LASER,-27463,32551,ROLLOVER,ROLLOVER,47.063305,27.00412632,24.85734132,207.0,,
178H6X,QCHWK,BL LASER,-27206,32518,ROLLOVER,ROLLOVER,46.445714,26.461599076,24.378873075999998,208.0,,
178I6V,QCHWK,BL LASER,-28489,32584,ROLLOVER,ROLLOVER,47.298186,26.85027388,24.503100879999998,207.0,,
178I6W,QCHWK,BL LASER,-28233,32551,ROLLOVER,ROLLOVER,47.304756,26.949554919999997,24.459481919999995,208.0,,
178I6X,QCHWK,BL LASER,-27976,32518,ROLLOVER,ROLLOVER,47.324467,26.942432888,22.772052888,208.0,,
178J05,QCHWK,SILC,-29003,20401,ROLLOVER,ROLLOVER,48.155586,28.1882778,26.3979218,218.0,,
178J6V,QCHWK,BL LASER,-29259,32584,ROLLOVER,ROLLOVER,47.321182,26.906021336000002,23.363087336000007,207.0,,
178J6W,QCHWK,BL LASER,-29003,32551,ROLLOVER,ROLLOVER,47.304756,27.163379296,23.344500295999996,207.0,,
178J6X,QCHWK,BL LASER,-28746,32518,ROLLOVER,ROLLOVER,47.184852,26.933438392,24.594477392,206.0,,
178K05,QCHWK,SILC,-29773,20401,ROLLOVER,ROLLOVER,47.67761,28.247888444,26.695698443999998,218.0,,
178K6V,QCHWK,BL LASER,-30029,32584,ROLLOVER,ROLLOVER,47.23577,26.722859703999998,24.521870703999998,207.0,,
178K6W,QCHWK,BL LASER,-29773,32551,ROLLOVER,ROLLOVER,47.363887,26.912466604000002,23.740743604000002,206.0,,
178K6X,QCHWK,BL LASER,-29516,32518,ROLLOVER,ROLLOVER,47.161856,27.144174824,22.985291824,207.0,,
178L05,QCHWK,SILC,-30543,20401,ROLLOVER,ROLLOVER,47.82051,28.294404848,26.924535847999998,218.0,,
178L6V,QCHWK,BL LASER,-30799,32584,ROLLOVER,ROLLOVER,47.574131,27.270682435999998,23.264555436,207.0,,
178L6W,QCHWK,BL LASER,-30543,32551,ROLLOVER,ROLLOVER,47.370457,27.158195468000002,24.291982468000004,207.0,,
178L6X,QCHWK,BL LASER,-30286,32518,ROLLOVER,ROLLOVER,47.156929,26.949423508,24.712299507999997,206.0,,
178M05,QCHWK,SILC,-31313,20401,ROLLOVER,ROLLOVER,47.629977,28.28346564,26.78055264,219.0,,
178M6V,QCHWK,BL LASER,-31569,32584,ROLLOVER,ROLLOVER,47.220987,27.130798092,25.279668092,206.0,,
178M6W,QCHWK,BL LASER,-31313,32551,ROLLOVER,ROLLOVER,47.270263,27.273487856,23.893163856,207.0,,
178M6X,QCHWK,BL LASER,-31056,32518,ROLLOVER,ROLLOVER,46.925332,27.095326032,24.958396032,208.0,,
178N6V,QCHWK,BL LASER,-32339,32584,ROLLOVER,ROLLOVER,46.945043,26.242774812,12.851238812000002,206.0,,
178N6W,QCHWK,BL LASER,-32083,32551,ROLLOVER,ROLLOVER,46.995961,27.173746956,23.841055955999995,207.0,,
178N6X,QCHWK,BL LASER,-31826,32518,ROLLOVER,ROLLOVER,46.854703,27.117769564,24.727889563999994,208.0,,
180C05,QCHWK,SILC,-2053,20401,ROLLOVER,ROLLOVER,47.475579,28.633343996,27.031877996,218.0,,
180D05,QCHWK,SILC,-2823,20401,ROLLOVER,ROLLOVER,47.523213,28.431904256000003,26.593914256000005,218.0,,
180E05,QCHWK,SILC,-3593,20401,ROLLOVER,ROLLOVER,47.863216,28.546526484,26.922065484000004,218.0,,
180H6V,QCHWK,BL LASER,-6159,32584,ROLLOVER,ROLLOVER,46.509772,26.772444332,24.916386332000002,207.0,,
180H6W,QCHWK,BL LASER,-5903,32551,ROLLOVER,ROLLOVER,46.517985,26.849340972,24.541587972000002,208.0,,
180H6X,QCHWK,BL LASER,-5646,32518,ROLLOVER,ROLLOVER,46.444071,26.547917232,24.823262232,208.0,,
180I6V,QCHWK,BL LASER,-6929,32584,ROLLOVER,ROLLOVER,46.491705,26.753956032,24.980025031999997,209.0,,
180I6W,QCHWK,BL LASER,-6673,32551,ROLLOVER,ROLLOVER,46.578759,26.659983704,24.984604704,209.0,,
180I6X,QCHWK,BL LASER,-6416,32518,ROLLOVER,ROLLOVER,46.373443,26.74370668,24.212569679999998,207.0,,
180J05,QCHWK,SILC,-7443,20401,ROLLOVER,ROLLOVER,47.519928,28.847102656,25.726298656,219.0,,
180J6V,QCHWK,BL LASER,-7699,32584,ROLLOVER,ROLLOVER,46.572189,26.987549892,24.665013892,208.0,,
180J6W,QCHWK,BL LASER,-7443,32551,ROLLOVER,ROLLOVER,46.698663,26.949278967999998,24.533118967999997,208.0,,
180J6X,QCHWK,BL LASER,-7186,32518,ROLLOVER,ROLLOVER,46.34552,26.842869384,24.208253384000002,208.0,,
180K05,QCHWK,SILC,-8213,20401,ROLLOVER,ROLLOVER,47.406593,28.457889056,26.614971055999998,220.0,,
180K6V,QCHWK,BL LASER,-8469,32584,ROLLOVER,ROLLOVER,46.475279,26.735198356,24.581843356,207.0,,
180K6W,QCHWK,BL LASER,-8213,32551,ROLLOVER,ROLLOVER,46.578759,26.706211007999997,23.316032008,207.0,,
180K6X,QCHWK,BL LASER,-7956,32518,ROLLOVER,ROLLOVER,46.36523,26.824742452,24.832355451999998,209.0,,
180L05,QCHWK,SILC,-8983,20401,ROLLOVER,ROLLOVER,47.797515,28.645281867999998,26.628255867999997,219.0,,
180L6V,QCHWK,BL LASER,-9239,32584,ROLLOVER,ROLLOVER,46.457212,26.891974431999998,25.247803431999998,207.5,,
180L6W,QCHWK,BL LASER,-8983,32551,ROLLOVER,ROLLOVER,46.736441,26.896856032,24.231032031999998,208.0,,
180L6X,QCHWK,BL LASER,-8726,32518,ROLLOVER,ROLLOVER,46.357017,26.862067276,24.005710276,207.0,,
180M05,QCHWK,SILC,-9753,20401,ROLLOVER,ROLLOVER,47.9437,28.687941631999998,26.260284631999998,217.0,,
180M6V,QCHWK,BL LASER,-10009,32584,ROLLOVER,ROLLOVER,46.692093,26.918708268,24.725932268,208.0,,
180M6W,QCHWK,BL LASER,-9753,32551,ROLLOVER,ROLLOVER,46.440786,27.050537532,24.787133532,208.0,,
180M6X,QCHWK,BL LASER,-9496,32518,ROLLOVER,ROLLOVER,46.517985,26.703918028,24.430659028,208.0,,
180N6V,QCHWK,BL LASER,-10779,32584,ROLLOVER,ROLLOVER,46.789002,26.87952406,24.967621060000006,208.0,,
180N6W,QCHWK,BL LASER,-10523,32551,ROLLOVER,ROLLOVER,46.795572,26.87634408,24.56694908,208.0,,
180N6X,QCHWK,BL LASER,-10266,32518,ROLLOVER,ROLLOVER,46.498275,27.109694899999997,25.3209809,209.0,,
182C05,QCHWK,SILC,19507,20401,ROLLOVER,ROLLOVER,49.371057,28.893842420000002,26.939233420000004,216.0,,
182D05,QCHWK,SILC,18737,20401,ROLLOVER,ROLLOVER,48.546508,28.466903247999998,26.807949247999996,217.0,,
182E05,QCHWK,SILC,17967,20401,ROLLOVER,ROLLOVER,48.95714,28.670103732,26.682643732000003,217.0,,
182H6V,QCHWK,BL LASER,15401,32584,ROLLOVER,ROLLOVER,47.301471,27.248304628000003,25.334758628000003,208.0,,
182H6W,QCHWK,BL LASER,15657,32551,ROLLOVER,ROLLOVER,47.234128,27.149292948,25.140479948,208.0,,
182H6X,QCHWK,BL LASER,15914,32518,ROLLOVER,ROLLOVER,47.09944,26.797614444,24.752666444,207.0,,
182I6V,QCHWK,BL LASER,14631,32584,ROLLOVER,ROLLOVER,47.314612,26.994612768,25.148409768000004,208.0,,
182I6W,QCHWK,BL LASER,14887,32551,ROLLOVER,ROLLOVER,46.884269,27.027680172,24.990945172,208.0,,
182I6X,QCHWK,BL LASER,15144,32518,ROLLOVER,ROLLOVER,47.045237,26.959594032000002,25.096967032000002,208.0,,
182J05,QCHWK,SILC,14117,20401,ROLLOVER,ROLLOVER,47.434516,28.597970452000002,27.101626452,219.0,,
182J6V,QCHWK,BL LASER,13861,32584,ROLLOVER,ROLLOVER,47.168426,26.628453684,22.740587684000005,207.0,,
182J6W,QCHWK,BL LASER,14117,32551,ROLLOVER,ROLLOVER,47.220987,27.246248164,25.574154164000003,208.0,,
182J6X,QCHWK,BL LASER,14374,32518,ROLLOVER,ROLLOVER,47.0863,26.939390956,25.017632956,207.0,,
182K05,QCHWK,SILC,13347,20401,ROLLOVER,ROLLOVER,48.649987,28.671391468000003,26.692144468000002,217.0,,
182K6V,QCHWK,BL LASER,13091,32584,ROLLOVER,ROLLOVER,47.002531,26.90906388,24.906821880000003,207.0,,
182K6W,QCHWK,BL LASER,13347,32551,ROLLOVER,ROLLOVER,46.992676,26.844387072,24.799438071999997,208.0,,
182K6X,QCHWK,BL LASER,13604,32518,ROLLOVER,ROLLOVER,46.951613,27.050544172000002,24.882406172000003,207.0,,
182L05,QCHWK,SILC,12577,20401,ROLLOVER,ROLLOVER,48.443029,28.565303844000002,26.832435844,216.0,,
182L6V,QCHWK,BL LASER,12321,32584,ROLLOVER,ROLLOVER,47.061662,26.811491099999998,24.6630641,207.0,,
182L6W,QCHWK,BL LASER,12577,32551,ROLLOVER,ROLLOVER,47.373743,27.314393392,25.640656391999997,208.0,,
182L6X,QCHWK,BL LASER,12834,32518,ROLLOVER,ROLLOVER,47.117508,26.819000136,24.557238136,207.0,,
182M05,QCHWK,SILC,11807,20401,ROLLOVER,ROLLOVER,48.344477,28.831597151999997,25.796204151999998,216.0,,
182M6V,QCHWK,BL LASER,11551,32584,ROLLOVER,ROLLOVER,47.253838,27.146802908,25.441857908,207.0,,
182M6W,QCHWK,BL LASER,11807,32551,ROLLOVER,ROLLOVER,47.017314,26.857494424000002,24.398628424,207.0,,
182M6X,QCHWK,BL LASER,12064,32518,ROLLOVER,ROLLOVER,46.91712,27.054019736,24.811968736,207.0,,
182N6V,QCHWK,BL LASER,10781,32584,ROLLOVER,ROLLOVER,47.132291,27.172248948,24.903916948,208.0,,
182N6W,QCHWK,BL LASER,11037,32551,ROLLOVER,ROLLOVER,47.294901,27.065543723999998,24.775857723999998,208.0,,
182N6X,QCHWK,BL LASER,11294,32518,ROLLOVER,ROLLOVER,47.038667,27.057350760000002,24.864575760000005,207.5,,
184C05,QCHWK,SILC,41067,20401,ROLLOVER,ROLLOVER,48.323124,29.156311952,27.906347952,213.0,,
184D05,QCHWK,SILC,40297,20401,ROLLOVER,ROLLOVER,48.20322,28.873921844,27.512264844,213.0,,
184E05,QCHWK,SILC,39527,20401,ROLLOVER,ROLLOVER,47.96998,28.799305044,27.480355044,212.0,,
184H6V,QCHWK,BL LASER,36961,32584,ROLLOVER,ROLLOVER,46.294601,26.977826124,23.751900124000002,211.0,,
184H6W,QCHWK,BL LASER,37217,32551,ROLLOVER,ROLLOVER,46.422718,27.323966064,24.170311064,212.0,,
184H6X,QCHWK,BL LASER,37474,32518,ROLLOVER,ROLLOVER,46.411221,27.237187996,23.776379996,212.0,,
184I6V,QCHWK,BL LASER,36191,32584,ROLLOVER,ROLLOVER,46.266678,26.812935936000002,24.240735936,207.0,,
184I6W,QCHWK,BL LASER,36447,32551,ROLLOVER,ROLLOVER,46.227257,27.3611069,23.194010900000002,213.0,,
184I6X,QCHWK,BL LASER,36704,32518,ROLLOVER,ROLLOVER,46.312669,26.804959832,24.351021832,207.5,,
184J05,QCHWK,SILC,35677,20401,ROLLOVER,ROLLOVER,49.170669,29.241513180000002,27.10786818,214.0,,
184J6V,QCHWK,BL LASER,35421,32584,ROLLOVER,ROLLOVER,46.286389,27.394142027999997,25.487166027999997,207.0,,
184J6W,QCHWK,BL LASER,35677,32551,ROLLOVER,ROLLOVER,45.908607,27.114872156,24.862965156,208.0,,
184J6X,QCHWK,BL LASER,35934,32518,ROLLOVER,ROLLOVER,45.890539,26.95716968,24.24535468,207.0,,
184K05,QCHWK,SILC,34907,20401,ROLLOVER,ROLLOVER,48.889797,28.877160928000002,27.778309928000006,212.0,,
184K6V,QCHWK,BL LASER,34651,32584,ROLLOVER,ROLLOVER,46.053149,27.079393524,24.995024523999998,207.0,,
184K6W,QCHWK,BL LASER,34907,32551,ROLLOVER,ROLLOVER,46.269963,27.293040504,24.085181504,207.0,,
184K6X,QCHWK,BL LASER,35164,32518,ROLLOVER,ROLLOVER,45.737784,27.066496395999998,24.990340396,207.0,,
184L05,QCHWK,SILC,34137,20401,ROLLOVER,ROLLOVER,48.932502,28.747625668,26.843934668,216.0,,
184L6V,QCHWK,BL LASER,33881,32584,ROLLOVER,ROLLOVER,46.09257,27.22695832,25.21157532,207.0,,
184L6W,QCHWK,BL LASER,34137,32551,ROLLOVER,ROLLOVER,45.796915,26.853756055999998,19.572426056,207.0,,
184L6X,QCHWK,BL LASER,34394,32518,ROLLOVER,ROLLOVER,45.634305,27.077120308,24.470427308,213.0,,
184M05,QCHWK,SILC,33367,20401,ROLLOVER,ROLLOVER,48.907864,28.967421168,26.766433168000002,215.0,,
184M6V,QCHWK,BL LASER,33111,32584,ROLLOVER,ROLLOVER,46.21576,26.959712352,21.871158352,206.0,,
184M6W,QCHWK,BL LASER,33367,32551,ROLLOVER,ROLLOVER,45.831408,26.930212479999998,21.754604479999994,206.0,,
184M6X,QCHWK,BL LASER,33624,32518,ROLLOVER,ROLLOVER,45.934887,27.015696272,24.809780271999998,206.0,,
184N6V,QCHWK,BL LASER,32341,32584,ROLLOVER,ROLLOVER,46.253538,27.228265788,25.158678788000003,206.0,,
184N6W,QCHWK,BL LASER,32597,32551,ROLLOVER,ROLLOVER,46.127063,27.086646904000002,25.084404904000003,206.0,,
184N6X,QCHWK,BL LASER,32854,32518,ROLLOVER,ROLLOVER,45.734499,27.277088296000002,24.880639296000005,207.0,,
186C05,QCHWK,SILC,62627,20401,ROLLOVER,ROLLOVER,51.23697,30.049236572,28.214531572000002,217.0,,
186D05,QCHWK,SILC,61857,20401,ROLLOVER,ROLLOVER,49.847391,29.983075496,28.118805496000004,214.0,,
186E05,QCHWK,SILC,61087,20401,ROLLOVER,ROLLOVER,48.410178,29.541347008,27.879108008,212.0,,
186H6V,QCHWK,BL LASER,58521,32584,ROLLOVER,ROLLOVER,47.935487,27.632426392000003,24.165048392000003,206.0,,
186H6W,QCHWK,BL LASER,58777,32551,ROLLOVER,ROLLOVER,48.030754,27.86012028,25.122025280000006,203.0,,
186H6X,QCHWK,BL LASER,59034,32518,ROLLOVER,ROLLOVER,47.636547,27.626276728,24.032423728000005,205.0,,
186I6V,QCHWK,BL LASER,57751,32584,ROLLOVER,ROLLOVER,48.293559,27.839444112000002,25.822418112,207.0,,
186I6W,QCHWK,BL LASER,58007,32551,ROLLOVER,ROLLOVER,48.103025,27.655671452,24.710617452,207.0,,
186I6X,QCHWK,BL LASER,58264,32518,ROLLOVER,ROLLOVER,47.958483,27.618405751999997,25.282729751999998,206.0,,
186J05,QCHWK,SILC,57237,20401,ROLLOVER,ROLLOVER,49.725844,29.115721775999997,27.965951775999994,214.0,,
186J6V,QCHWK,BL LASER,56981,32584,ROLLOVER,ROLLOVER,48.286989,27.475972216,23.657092216,205.0,,
186J6W,QCHWK,BL LASER,57237,32551,ROLLOVER,ROLLOVER,48.35269,27.771909928,25.010818928,205.0,,
186J6X,QCHWK,BL LASER,57494,32518,ROLLOVER,ROLLOVER,48.211432,27.618484592,25.138266592,206.0,,
186K05,QCHWK,SILC,56467,20401,ROLLOVER,ROLLOVER,49.799757,29.068830924,27.651327923999997,216.0,,
186K6V,QCHWK,BL LASER,56211,32584,ROLLOVER,ROLLOVER,47.78766,27.357513056,25.095751055999997,207.0,,
186K6W,QCHWK,BL LASER,56467,32551,ROLLOVER,ROLLOVER,48.045537,27.614634504,24.617020504000003,206.0,,
186K6X,QCHWK,BL LASER,56724,32518,ROLLOVER,ROLLOVER,47.851718,27.153412432,24.205073432000002,205.0,,
186L05,QCHWK,SILC,55697,20401,ROLLOVER,ROLLOVER,48.278776,29.073081719999998,27.359924719999995,217.0,,
186L6V,QCHWK,BL LASER,55441,32584,ROLLOVER,ROLLOVER,47.480507,27.387479352,23.272945352,210.0,,
186L6W,QCHWK,BL LASER,55697,32551,ROLLOVER,ROLLOVER,47.419733,27.259776032,25.361013032000002,209.0,,
186L6X,QCHWK,BL LASER,55954,32518,ROLLOVER,ROLLOVER,47.355675,27.405238372,23.854091372,209.0,,
186M05,QCHWK,SILC,54927,20401,ROLLOVER,ROLLOVER,47.707176,29.095814348,27.560050348,212.0,,
186M6V,QCHWK,BL LASER,54671,32584,ROLLOVER,ROLLOVER,46.880984,26.925639692,24.880691692000003,208.0,,
186M6W,QCHWK,BL LASER,54927,32551,ROLLOVER,ROLLOVER,46.902337,26.941644472,24.783361472000003,210.0,,
186M6X,QCHWK,BL LASER,55184,32518,ROLLOVER,ROLLOVER,47.119151,26.947465612,23.335544611999996,209.0,,
186N6V,QCHWK,BL LASER,53901,32584,ROLLOVER,ROLLOVER,46.693736,27.222884827999998,23.397434827999998,211.0,,
186N6W,QCHWK,BL LASER,54157,32551,ROLLOVER,ROLLOVER,46.598469,27.242490064000002,25.317447064000003,208.0,,
186N6X,QCHWK,BL LASER,54414,32518,ROLLOVER,ROLLOVER,46.887554,27.378379724,23.615346724,209.0,,
196C05,QCHWK,SILC,-34393,33901,ROLLOVER,ROLLOVER,48.567861,28.85762142,26.548225419999998,217.0,,
196D05,QCHWK,SILC,-35163,33901,ROLLOVER,ROLLOVER,49.394053,28.73029258,27.33907058,215.0,,
196E05,QCHWK,SILC,-35933,33901,ROLLOVER,ROLLOVER,48.436459,28.840164592,27.742955592,214.0,,
196H6V,QCHWK,BL LASER,-38499,46084,ROLLOVER,ROLLOVER,45.94967,26.884261128,25.044629128,208.0,,
196H6W,QCHWK,BL LASER,-38243,46051,ROLLOVER,ROLLOVER,45.831408,26.375997036,17.816780036,208.0,,
196H6X,QCHWK,BL LASER,-37986,46018,ROLLOVER,ROLLOVER,45.632662,26.72473874,24.405488739999996,209.0,,
196I6V,QCHWK,BL LASER,-39269,46084,ROLLOVER,ROLLOVER,46.403008,26.932814256,24.772888255999995,209.0,,
196I6W,QCHWK,BL LASER,-39013,46051,ROLLOVER,ROLLOVER,45.939815,26.530703564,23.058397564000003,209.0,,
196I6X,QCHWK,BL LASER,-38756,46018,ROLLOVER,ROLLOVER,45.814983,26.87273716,24.61426016,210.0,,
196J05,QCHWK,SILC,-39783,33901,ROLLOVER,ROLLOVER,48.06689,28.33454826,26.31588026,216.0,,
196J6V,QCHWK,BL LASER,-40039,46084,ROLLOVER,ROLLOVER,46.452284,27.183169608,22.741772607999998,209.0,,
196J6W,QCHWK,BL LASER,-39783,46051,ROLLOVER,ROLLOVER,46.212475,26.552575456,22.438041456,209.0,,
196J6X,QCHWK,BL LASER,-39526,46018,ROLLOVER,ROLLOVER,45.971023,26.836437268,24.885113268,209.0,,
196K05,QCHWK,SILC,-40553,33901,ROLLOVER,ROLLOVER,47.817225,29.037944764,26.848454764,216.0,,
196K6V,QCHWK,BL LASER,-40809,46084,ROLLOVER,ROLLOVER,46.770934,26.72508036,21.900973360000002,209.0,,
196K6W,QCHWK,BL LASER,-40553,46051,ROLLOVER,ROLLOVER,46.96968,27.153097092,22.330633092,214.0,,
196K6X,QCHWK,BL LASER,-40296,46018,ROLLOVER,ROLLOVER,46.205905,26.500120203999998,20.549238203999998,209.0,,
196L05,QCHWK,SILC,-41323,33901,ROLLOVER,ROLLOVER,47.92399,28.776887807999998,26.741794807999998,213.0,,
196L6V,QCHWK,BL LASER,-41579,46084,ROLLOVER,ROLLOVER,46.989391,27.128426292,25.091690292,208.0,,
196L6W,QCHWK,BL LASER,-41323,46051,ROLLOVER,ROLLOVER,46.920405,26.644596504000003,18.405672503999998,209.0,,
196L6X,QCHWK,BL LASER,-41066,46018,ROLLOVER,ROLLOVER,46.854703,27.13971378,22.668750780000003,210.0,,
196M05,QCHWK,SILC,-42093,33901,ROLLOVER,ROLLOVER,47.25548,28.796506196,27.186828196,216.0,,
196M6V,QCHWK,BL LASER,-42349,46084,ROLLOVER,ROLLOVER,47.014029,27.285957908,25.088253908,208.0,,
196M6W,QCHWK,BL LASER,-42093,46051,ROLLOVER,ROLLOVER,47.091228,27.294295419999997,25.167220419999996,209.0,,
196M6X,QCHWK,BL LASER,-41836,46018,ROLLOVER,ROLLOVER,46.818568,26.647066828,22.300935828,209.0,,
196N6V,QCHWK,BL LASER,-43119,46084,ROLLOVER,ROLLOVER,47.158571,27.350292516,23.672670516,208.5,,
196N6W,QCHWK,BL LASER,-42863,46051,ROLLOVER,ROLLOVER,47.199634,26.90947722,23.144801219999998,208.0,,
196N6X,QCHWK,BL LASER,-42606,46018,ROLLOVER,ROLLOVER,46.984463,26.846542067999998,22.369008068,209.0,,
198C05,QCHWK,SILC,-12833,33901,ROLLOVER,ROLLOVER,48.144089,28.290561359999998,26.58890236,216.0,,
198D05,QCHWK,SILC,-13603,33901,ROLLOVER,ROLLOVER,47.953555,28.181740536,26.435732535999996,216.0,,
198E05,QCHWK,SILC,-14373,33901,ROLLOVER,ROLLOVER,47.92399,28.412706376,26.170654376,216.0,,
198H6V,QCHWK,BL LASER,-16939,46084,ROLLOVER,ROLLOVER,46.723301,26.501505908,13.029484908,205.0,,
198H6W,QCHWK,BL LASER,-16683,46051,ROLLOVER,ROLLOVER,46.628035,27.353511892,22.829987892,206.0,,
198H6X,QCHWK,BL LASER,-16426,46018,ROLLOVER,ROLLOVER,46.621464,27.156671788,23.385425788000003,205.0,,
198I6V,QCHWK,BL LASER,-17709,46084,ROLLOVER,ROLLOVER,46.854703,26.680718976,15.013837976000001,205.0,,
198I6W,QCHWK,BL LASER,-17453,46051,ROLLOVER,ROLLOVER,46.705233,27.268934764,23.821266764000004,206.0,,
198I6X,QCHWK,BL LASER,-17196,46018,ROLLOVER,ROLLOVER,46.716731,27.422097276,23.609788276,206.0,,
198J05,QCHWK,SILC,-18223,33901,ROLLOVER,ROLLOVER,48.270563,28.572274764000003,26.522398764000002,218.0,,
198J6V,QCHWK,BL LASER,-18479,46084,ROLLOVER,ROLLOVER,46.777505,27.259644632,22.532446632000003,205.0,,
198J6W,QCHWK,BL LASER,-18223,46051,ROLLOVER,ROLLOVER,46.729871,27.184305132000002,23.960021131999998,206.0,,
198J6X,QCHWK,BL LASER,-17966,46018,ROLLOVER,ROLLOVER,46.389868,26.595609703999997,17.149427703999997,205.0,,
198K05,QCHWK,SILC,-18993,33901,ROLLOVER,ROLLOVER,49.21009,28.735029656,26.573461656,215.0,,
198K6V,QCHWK,BL LASER,-19249,46084,COD,COMD,46.654315,25.560639208,-2.626796791999997,,205.0,0.0007039999999998159
198K6W,QCHWK,BL LASER,-18993,46051,COD,COMD,46.715089,25.114403564,-4.393624436,,204.0,0.0003170000000003448
198K6X,QCHWK,BL LASER,-18736,46018,ROLLOVER,ROLLOVER,46.458854,27.193792952,22.106880952,206.0,,
198L05,QCHWK,SILC,-19763,33901,ROLLOVER,ROLLOVER,48.980136,28.515226408,27.176565408,215.0,,
198L6V,QCHWK,BL LASER,-20019,46084,ROLLOVER,ROLLOVER,46.652672,26.568192604,19.391984603999997,206.0,,
198L6W,QCHWK,BL LASER,-19763,46051,ROLLOVER,ROLLOVER,47.025526,27.169101884,22.964228884,205.0,,
198L6X,QCHWK,BL LASER,-19506,46018,ROLLOVER,ROLLOVER,46.552478,27.167991532,22.242048531999995,206.0,,
198M05,QCHWK,SILC,-20533,33901,ROLLOVER,ROLLOVER,48.622064,28.597471124,26.219089124,217.0,,
198M6V,QCHWK,BL LASER,-20789,46084,ROLLOVER,ROLLOVER,46.65103,27.317435364,22.301152364,204.0,,
198M6W,QCHWK,BL LASER,-20533,46051,ROLLOVER,ROLLOVER,46.628035,27.187268204,23.604913203999995,206.0,,
198M6X,QCHWK,BL LASER,-20276,46018,ROLLOVER,ROLLOVER,46.513057,27.19711684,21.75870384,205.0,,
198N6V,QCHWK,BL LASER,-21559,46084,ROLLOVER,ROLLOVER,46.389868,26.944305403999998,22.075850404,205.0,,
198N6W,QCHWK,BL LASER,-21303,46051,ROLLOVER,ROLLOVER,46.240398,26.603736908,21.081555908000002,205.0,,
198N6X,QCHWK,BL LASER,-21046,46018,ROLLOVER,ROLLOVER,46.131991,27.042272376,22.071980376,205.0,,
200C05,QCHWK,SILC,8727,33901,ROLLOVER,ROLLOVER,48.904579,28.709701808000002,26.860214808000002,215.0,,
200D05,QCHWK,SILC,7957,33901,ROLLOVER,ROLLOVER,49.252795,28.460720752,26.599735752,214.0,,
200E05,QCHWK,SILC,7187,33901,ROLLOVER,ROLLOVER,48.470952,28.37808842,26.46947042,215.0,,
200H6V,QCHWK,BL LASER,4621,46084,ROLLOVER,ROLLOVER,46.987748,27.053369864,24.886874864000003,206.0,,
200H6W,QCHWK,BL LASER,4877,46051,ROLLOVER,ROLLOVER,47.153644,26.7753746,19.6238046,206.0,,
200H6X,QCHWK,BL LASER,5134,46018,ROLLOVER,ROLLOVER,46.818568,27.232286632,25.188981632,206.0,,
200I6V,QCHWK,BL LASER,3851,46084,ROLLOVER,ROLLOVER,47.24891,27.529748608000002,22.809120608,206.0,,
200I6W,QCHWK,BL LASER,4107,46051,ROLLOVER,ROLLOVER,47.529783,27.60465452,24.06664752,207.0,,
200I6X,QCHWK,BL LASER,4364,46018,ROLLOVER,ROLLOVER,46.958183,26.836627788,23.635339788000003,206.0,,
200J05,QCHWK,SILC,3337,33901,ROLLOVER,ROLLOVER,49.124678,28.453533068000002,26.722308068,214.0,,
200J6V,QCHWK,BL LASER,3081,46084,ROLLOVER,ROLLOVER,47.465724,27.497791583999998,23.041611583999995,206.0,,
200J6W,QCHWK,BL LASER,3337,46051,ROLLOVER,ROLLOVER,47.168426,26.700823487999997,18.719776487999994,206.0,,
200J6X,QCHWK,BL LASER,3594,46018,ROLLOVER,ROLLOVER,47.354032,27.175941372,22.668842372,206.0,,
200K05,QCHWK,SILC,2567,33901,ROLLOVER,ROLLOVER,49.21009,28.761073588,26.269357588,216.0,,
200K6V,QCHWK,BL LASER,2311,46084,ROLLOVER,ROLLOVER,47.260408,27.479848612,22.384724612000003,206.0,,
200K6W,QCHWK,BL LASER,2567,46051,ROLLOVER,ROLLOVER,47.212775,26.941683924,18.863727923999996,205.0,,
200K6X,QCHWK,BL LASER,2824,46018,ROLLOVER,ROLLOVER,47.230843,27.05047188,23.343284879999995,206.0,,
200L05,QCHWK,SILC,1797,33901,ROLLOVER,ROLLOVER,49.305356,28.575817172,26.328837172,216.0,,
200L6V,QCHWK,BL LASER,1541,46084,ROLLOVER,ROLLOVER,47.301471,27.086436720000002,17.21812372,207.0,,
