PD
0.027571
0.014427
0.012784
0.017713
0.019356
0.020999
0.01607
0.009497
0.000361
0.006933
0.008576
0.006933
0.015149
0.182743
0.536004
0.871192
1.186663
1.493919
1.797888
2.110073
2.427187
2.718011
3.033482
3.307876
3.628276
3.92403
4.242788
4.543471
4.839225
5.143194
5.437305
5.759348
6.06989
6.36893
6.66797
6.976869
7.259478
7.594666
7.877275
8.184531
8.463854
8.800685
9.096439
9.413553
9.696162
10.001775
10.312316
10.601498
10.910397
11.225867
11.511763
11.812446
12.095055
12.394096
12.699708
12.98396
13.296145
13.585327
13.889296
14.203124
14.497235
14.799561
15.06574
15.382854
15.681894
15.980934
16.238897
16.533008
16.810688
17.12123
17.402196
17.735741
18.005206
18.27467
18.572067
18.851391
19.152074
19.441256
19.725508
19.990043
20.277582
20.589767
20.865804
21.140198
21.417878
21.70706
21.95845
22.24106
22.564746
22.835854
23.115177
23.407645
23.711614
23.966291
24.242328
24.536439
24.819049
25.100015
25.395769
25.706311
25.970846
26.250169
25.783535
25.872261
26.038212
26.20252
26.393117
26.639579
26.838391
27.070065
27.303382
27.520268
27.727296
27.921179
28.241579
28.479826
28.686853
28.90374
29.125555
29.442669
30.168909
30.390725
30.532029
30.632257
30.747273
30.863931
30.988805
31.10382
31.25827
31.397931
31.544165
31.698615
31.848135
32.025587
32.19811
32.546443
32.891489
33.062369
33.211889
33.326905
33.422203
33.510929
33.556935
33.583225
33.57008
33.481354
33.445206
33.653877
33.813256
34.005496
34.151729
34.299606
34.462271
34.726807
35.103071
35.768518
36.609774
36.875952
37.252217
37.332728
37.633411
38.054039
38.461522
38.954445
39.449012
40.102957
40.44636
40.839055
41.014865
41.115092
41.317191
41.414133
41.374699
41.534077
41.612945
41.69017
41.823259
42.025357
42.148588
42.168305
42.054933
41.872551
41.83476
41.872551
41.905413
41.966207
42.030287
42.081222
42.161733
42.232385
42.280034
42.316182
42.327684
42.326041
42.296465
42.240601
42.158447
42.054933
41.949776
41.806828
41.672096
41.51436
41.331979
41.175886
40.985289
40.804551
40.618883
40.418428
40.240975
40.058594
39.86471
39.664255
39.518021
39.421079
39.467086
39.496661
39.439153
39.15983
38.883793
38.638974
38.400728
37.98503
37.589048
37.027115
36.45861
35.804666
34.937121
34.306179
33.436991
32.824123
32.035446
31.212264
30.696337
29.766355
28.87745
28.695069
28.013191
27.176865
26.470342
25.793394
24.697461
23.742833
22.886789
21.81386
20.785293
19.712363
18.401187
16.973353
15.486368
13.539321
0.01114
0.01114
0.01607
0.020999
0.020999
0.017713
0.012784
0.007854
0.004568
0.002925
0.002925
0.006933
0.016792
0.192601
0.527789
0.861334
1.165303
1.493919
1.796245
2.118288
2.438688
2.734442
3.010479
3.314449
3.615132
3.92896
4.236215
4.50568
4.814579
5.166197
5.465237
5.769207
6.050173
6.342641
6.656469
6.958795
7.272623
7.568377
7.887134
8.1681
8.476999
8.825331
9.103011
9.393836
9.697805
10.006704
10.312316
10.580138
10.903824
11.18479
11.490403
11.799302
12.116415
12.408883
12.68492
13.01025
13.281358
13.593542
13.912299
14.194909
14.470946
14.791346
15.083814
15.384497
15.699968
15.985863
16.243826
16.56094
16.830405
17.172165
17.448202
17.71931
18.00192
18.323963
18.585212
18.89904
19.161932
19.449471
19.725508
20.022905
20.307157
20.566764
20.855945
21.117195
21.396518
21.697201
21.994598
22.268992
22.538457
22.834211
23.090531
23.364925
23.63439
23.936716
24.209467
24.492076
24.794402
25.057295
25.341547
25.645517
25.928126
25.819683
25.821326
25.962631
26.103935
26.291246
26.485129
26.705302
26.905757
27.139074
27.364176
27.566274
27.793019
28.021407
28.327019
28.550478
28.765721
28.974392
29.166632
29.488675
29.692417
30.425229
30.642116
30.778491
30.89515
31.008522
31.138325
31.259913
31.406147
31.545808
31.682184
31.833347
31.976295
32.129101
32.288479
32.45936
32.745255
33.103446
33.353194
33.478068
33.607871
33.724529
33.849403
33.938129
33.987422
33.974277
33.900339
33.867477
34.007139
34.205951
34.406407
34.580573
34.733379
34.935478
35.178653
35.505625
35.977189
36.637706
37.004112
37.413239
37.763214
38.00639
38.346507
38.906796
39.493375
40.048735
40.517012
40.889991
41.077302
41.277757
41.384557
41.442065
41.437136
41.617874
41.701671
41.701671
41.790397
41.897197
42.07465
42.217598
42.317825
42.206096
42.025357
41.972779
41.977708
42.091081
42.143659
42.240601
42.316182
42.363831
42.445985
42.508422
42.524853
42.505136
42.470631
42.413124
42.327684
42.207739
42.079579
41.956348
41.816687
41.657308
41.499573
41.323763
41.124951
40.927782
40.738828
40.528514
40.334631
40.139104
39.951794
39.728335
39.529523
39.348784
39.204193
39.141756
39.230482
39.209122
38.905153
38.653762
38.349793
37.986673
37.592334
37.073122
36.534192
35.821096
35.106358
34.271674
33.504357
32.852055
31.979581
31.358498
30.732485
29.871512
29.174847
28.639204
28.078915
27.38225
26.483486
25.673449
24.828907
23.760907
22.727411
21.78757
20.540474
19.464259
18.222092
16.809045
15.336848
13.639548
0.014427
0.020999
0.01114
0.007854
0.009497
0.007854
0.006211
0.002925
0.002925
0.002925
0.002925
0.002004
0.011863
0.186029
0.5015
0.826829
1.168589
1.482417
1.776528
2.067353
2.389396
2.688436
2.982547
3.294732
3.605273
3.909243
4.216498
4.517181
4.809649
5.123477
5.430733
5.726487
6.030456
6.316351
6.626893
6.944007
7.234832
7.533872
7.844414
8.12538
8.430992
8.720174
9.035645
9.334685
9.640298
9.929479
10.236735
10.539061
10.816741
11.14207
11.429609
11.730292
12.026046
12.354662
12.627413
12.928096
13.197561
13.514675
13.815358
14.129186
14.406866
14.717407
14.998374
15.299057
15.581666
15.89878
16.161673
16.467285
16.748251
17.052221
17.341402
17.63387
17.916479
18.184301
18.483341
18.780738
19.051846
19.355815
19.638425
19.899674
20.205287
20.471465
20.749145
21.044899
21.330795
21.61669
21.892727
22.196697
22.451374
22.748771
23.011663
23.304131
23.58674
23.846347
24.140458
24.409922
24.667885
24.966926
25.249535
25.54036
25.809824
26.112151
26.363542
25.873904
26.025068
26.205806
26.370114
26.596859
26.803886
27.089782
27.321456
27.533413
27.74537
27.939253
28.179142
28.479826
28.690139
28.902096
29.115697
29.431167
29.652983
30.382509
30.609254
30.760417
30.885291
30.992091
31.116965
31.240196
31.388073
31.540879
31.682184
31.823488
31.945076
32.088024
32.245759
32.398566
32.58259
32.83891
33.280898
33.443563
33.594726
33.721243
33.823114
33.926628
34.002209
33.952917
33.895409
33.759034
33.829686
33.910197
34.10408
34.23717
34.442554
34.580573
34.751453
35.02749
35.471121
36.218721
37.207854
37.385306
37.751713
37.847011
38.275854
38.673479
39.100679
39.58703
40.055307
40.416784
40.797978
41.047726
41.144668
41.220249
41.276114
41.366483
41.43385
41.443708
41.507788
41.565296
41.675382
41.844619
41.977708
42.038502
41.918557
41.742748
41.698385
41.744391
41.757536
41.77068
41.811757
41.844619
41.908699
41.959634
42.012213
42.038502
42.036859
42.01057
41.943204
41.869265
41.764108
41.634305
41.486428
41.327049
41.174243
41.005006
40.802908
40.623812
40.415141
40.204827
39.994514
39.77927
39.583744
39.386575
39.191049
38.975805
38.763848
38.673479
38.620901
38.510814
38.550248
38.402371
38.075399
37.754999
37.311368
36.843091
36.295946
35.594352
34.858253
34.196093
33.208603
32.418283
31.476799
30.78342
29.789358
29.275075
28.256367
27.806164
27.247517
26.540994
25.68495
24.965282
23.981079
